siteid,sitename,reference,doi,collunitid,handle,discovery,analysisunitid,analysisunitname,labnumber,uncal14Cage,uncal14Cerr,>,materialdated,taxondated,elementdated,depth,notes,method,d13C,%C,%N,C:N
6231,Koster,Illinois Geological Survey Radiocarbon Dates X,https://doi.org/10.1017/S0033822200013436,7440,KOSTER,lit search,84727,5000-8500 BP,ISGS-1136,6990,70,FALSE,charcoal,,,,,conventional radiometric,,,,
6231,Koster,Illinois Geological Survey Radiocarbon Dates X,https://doi.org/10.1017/S0033822200013436,7440,KOSTER,lit search,84726,2800-5000 BP,ISGS-1205,970,70,FALSE,hickory shells,Carya,,,,conventional radiometric,,,,
6231,Koster,Illinois Geological Survey Radiocarbon Dates X,https://doi.org/10.1017/S0033822200013436,7440,KOSTER,lit search,84727,5000-8500 BP,ISGS-859,7320,70,FALSE,charcoal,,,,,conventional radiometric,,,,
6231,Koster,Illinois Geological Survey Radiocarbon Dates X,https://doi.org/10.1017/S0033822200013436,7440,KOSTER,lit search,84726,2800-5000 BP,ISGS-956,2980,70,FALSE,charcoal,,,,,conventional radiometric,,,,
6231,Koster,Illinois Geological Survey Radiocarbon Dates X,https://doi.org/10.1017/S0033822200013436,7440,KOSTER,lit search,84727,5000-8500 BP,ISGS-809,7000,80,FALSE,charcoal,,,,,conventional radiometric,,,,
6231,Koster,Illinois Geological Survey Radiocarbon Dates X,https://doi.org/10.1017/S0033822200013436,7440,KOSTER,lit search,84727,5000-8500 BP,ISGS-835,6860,80,FALSE,charcoal,,,,,conventional radiometric,,,,
6231,Koster,Illinois Geological Survey Radiocarbon Dates X,https://doi.org/10.1017/S0033822200013436,7440,KOSTER,lit search,84727,5000-8500 BP,ISGS-848,6960,80,FALSE,charcoal,,,,,conventional radiometric,,,,
6231,Koster,Illinois Geological Survey Radiocarbon Dates X,https://doi.org/10.1017/S0033822200013436,7440,KOSTER,lit search,84728,8500-10000 BP,ISGS-1065,8130,90,FALSE,charcoal,,,,,conventional radiometric,,,,
6231,Koster,Illinois Geological Survey Radiocarbon Dates X,https://doi.org/10.1017/S0033822200013436,7440,KOSTER,lit search,84727,5000-8500 BP,ISGS-1082,6910,100,FALSE,charcoal,,,,,conventional radiometric,,,,
6231,Koster,Illinois Geological Survey Radiocarbon Dates X,https://doi.org/10.1017/S0033822200013436,7440,KOSTER,lit search,84728,8500-10000 BP,ISGS-875,13360,100,FALSE,conifer wood and back,,,,,conventional radiometric,,,,
6231,Koster,Illinois Geological Survey Radiocarbon Dates X,https://doi.org/10.1017/S0033822200013436,7440,KOSTER,lit search,84727,5000-8500 BP,ISGS-783,8230,120,FALSE,charcoal,,,,,conventional radiometric,,,,
6231,Koster,Illinois Geological Survey Radiocarbon Dates X,https://doi.org/10.1017/S0033822200013436,7440,KOSTER,lit search,84727,5000-8500 BP,ISGS-800,6970,150,FALSE,charcoal,,,,,conventional radiometric,,,,
6231,Koster,Illinois Geological Survey Radiocarbon Dates X,https://doi.org/10.1017/S0033822200013436,7440,KOSTER,lit search,84727,5000-8500 BP,ISGS-923,7920,150,FALSE,charcoal,,,,,conventional radiometric,,,,
6231,Koster,Illinois Geological Survey Radiocarbon Dates X,https://doi.org/10.1017/S0033822200013436,7440,KOSTER,lit search,84728,8500-10000 BP,GX-2102,7155,220,FALSE,charcoal,,,,"date rejected, too young",conventional radiometric,,,,
6231,Koster,Illinois Geological Survey Radiocarbon Dates X,https://doi.org/10.1017/S0033822200013436,7440,KOSTER,lit search,84727,5000-8500 BP,ISGS-1000,6510,310,FALSE,charcoal,,,,date corrected for contamination,conventional radiometric,,,,
6231,Koster,Illinois Geological Survey Radiocarbon Dates X,https://doi.org/10.1017/S0033822200013436,7440,KOSTER,lit search,84728,8500-10000 BP,GX-2103,7105,360,FALSE,charcoal,,,,"date rejected, too young",conventional radiometric,,,,
6231,Koster,UCLA Radiocarbon Dates XI,https://doi.org/10.1017/S0033822200044611,7440,KOSTER,lit search,84726,2800-5000 BP,UCLA-1919D,1310,50,FALSE,bone,,,,Mound 5,conventional radiometric,,,,
6231,Koster,UCLA Radiocarbon Dates XI,https://doi.org/10.1017/S0033822200044611,7440,KOSTER,lit search,84726,2800-5000 BP,UCLA-1919E,1340,50,FALSE,bone,,,,Mound 5,conventional radiometric,,,,
6231,Koster,Illinois Geological Survey Radiocarbon Dates VIII,https://doi.org/10.1017/S0033822200060021,7440,KOSTER,lit search,84728,8500-10000 BP,ISGS-292,8440,80,FALSE,carbonized wood and nutshells,,,,,conventional radiometric,,,,
6231,Koster,Illinois Geological Survey Radiocarbon Dates VIII,https://doi.org/10.1017/S0033822200060021,7440,KOSTER,lit search,84726,2800-5000 BP,ISGS-329,3950,80,FALSE,carbonized wood and nutshells,,,,,conventional radiometric,,,,
6231,Koster,Illinois Geological Survey Radiocarbon Dates VIII,https://doi.org/10.1017/S0033822200060021,7440,KOSTER,lit search,84727,5000-8500 BP,ISGS-336,8220,80,FALSE,carbonized wood and nutshells,,,,,conventional radiometric,,,,
6231,Koster,Illinois Geological Survey Radiocarbon Dates VIII,https://doi.org/10.1017/S0033822200060021,7440,KOSTER,lit search,84728,5000-8500 BP,ISGS-337,8130,80,FALSE,carbonized wood and nutshells,,,,date out of stratigraphic sequence,conventional radiometric,,,,
6231,Koster,Illinois Geological Survey Radiocarbon Dates VIII,https://doi.org/10.1017/S0033822200060021,7440,KOSTER,lit search,84726,2800-5000 BP,ISGS-414,5820,80,FALSE,carbonized wood and nutshells,,,,,conventional radiometric,,,,
6231,Koster,Illinois Geological Survey Radiocarbon Dates VIII,https://doi.org/10.1017/S0033822200060021,7440,KOSTER,lit search,84728,8500-10000 BP,ISGS-415,12320,80,FALSE,carbonized wood and nutshells,,,,,conventional radiometric,,,,
6231,Koster,Illinois Geological Survey Radiocarbon Dates VIII,https://doi.org/10.1017/S0033822200060021,7440,KOSTER,lit search,84728,8500-10000 BP,ISGS-328,9730,90,FALSE,carbonized wood and nutshells,,,,,conventional radiometric,,,,
6231,Koster,Illinois Geological Survey Radiocarbon Dates VIII,https://doi.org/10.1017/S0033822200060021,7440,KOSTER,lit search,84727,5000-8500 BP,ISGS-303,7670,110,FALSE,carbonized wood and nutshells,,,,,conventional radiometric,,,,
6231,Koster,Illinois Geological Survey Radiocarbon Dates VIII,https://doi.org/10.1017/S0033822200060021,7440,KOSTER,lit search,84727,5000-8500 BP,ISGS-338,7020,120,FALSE,carbonized wood and nutshells,,,,,conventional radiometric,,,,
6231,Koster,Illinois Geological Survey Radiocarbon Dates VIII,https://doi.org/10.1017/S0033822200060021,7440,KOSTER,lit search,84727,5000-8500 BP,ISGS-316,7800,160,FALSE,carbonized wood and nutshells,,,,,conventional radiometric,,,,
6231,Koster,Illinois Geological Survey Radiocarbon Dates X,https://doi.org/10.1017/S0033822200013436,7441,KOSTERM1,lit search,7441,Assemblage,ISGS-1020,1120,70,FALSE,charcoal,,,,,conventional radiometric,,,,
6231,Koster,Illinois Geological Survey Radiocarbon Dates X,https://doi.org/10.1017/S0033822200013436,7441,KOSTERM1,lit search,7441,Assemblage,ISGS-1024,1330,70,FALSE,charcoal,,,,,conventional radiometric,,,,
6231,Koster,Illinois Geological Survey Radiocarbon Dates X,https://doi.org/10.1017/S0033822200013436,7441,KOSTERM1,lit search,7441,Assemblage,ISGS-1003,980,190,FALSE,carbonized acorn shells,,,,date corrected for contamination,conventional radiometric,,,,
6231,Koster,Illinois Geological Survey Radiocarbon Dates X,https://doi.org/10.1017/S0033822200013436,7441,KOSTERM1,lit search,7441,Assemblage,ISGS-1001,930,200,FALSE,charcoal,,,,date corrected for contamination,conventional radiometric,,,,
6239,Weaver,University of Michigan Radiocarbon Dates III,https://doi.org/10.1126/science.128.3332.1117,7449,WEAVER,lit search,84737,Assemblage,M-256,2300,250,FALSE,shell,,,,freshwater mussel,conventional radiometric,,,,
6245,Dohack [11S642],Illinois Geological Survey Radiocarbon Dates VIII,https://doi.org/10.1017/S0033822200060021,7454,DOHACK,lit search,84742,Dohack,ISGS-664,830,80,FALSE,carbonized wood and nutshells,,,,,conventional radiometric,,,,
6245,Dohack [11S642],Illinois Geological Survey Radiocarbon Dates VIII,https://doi.org/10.1017/S0033822200060021,7454,DOHACK,lit search,84742,Dohack,ISGS-665,970,80,FALSE,carbonized wood and nutshells,,,,,conventional radiometric,,,,
6245,Dohack [11S642],Illinois Geological Survey Radiocarbon Dates VIII,https://doi.org/10.1017/S0033822200060021,7454,DOHACK,lit search,84743,Late Woodland,ISGS-696,1130,80,FALSE,carbonized wood and nutshells,,,,,conventional radiometric,,,,
6245,Dohack [11S642],Illinois Geological Survey Radiocarbon Dates VIII,https://doi.org/10.1017/S0033822200060021,7454,DOHACK,lit search,84743,Late Woodland,ISGS-704,1230,80,FALSE,carbonized wood and nutshells,,,,,conventional radiometric,,,,
6245,Dohack [11S642],Illinois Geological Survey Radiocarbon Dates VIII,https://doi.org/10.1017/S0033822200060021,7454,DOHACK,lit search,84743,Late Woodland,ISGS-706,1100,80,FALSE,carbonized wood and nutshells,,,,,conventional radiometric,,,,
6245,Dohack [11S642],Illinois Geological Survey Radiocarbon Dates VIII,https://doi.org/10.1017/S0033822200060021,7454,DOHACK,lit search,84742,Dohack,ISGS-691,940,100,FALSE,carbonized wood and nutshells,,,,,conventional radiometric,,,,
6259,George Reeves [11S650],Illinois Geological Survey Radiocarbon Dates VIII,https://doi.org/10.1017/S0033822200060021,7468,GEOREEVS,lit search,84761,Mund,ISGS-884,1510,70,FALSE,carbonized wood and nutshells,,,,,conventional radiometric,,,,
6259,George Reeves [11S650],Illinois Geological Survey Radiocarbon Dates VIII,https://doi.org/10.1017/S0033822200060021,7468,GEOREEVS,lit search,84761,Mund,ISGS-885,1620,70,FALSE,carbonized wood and nutshells,,,,,conventional radiometric,,,,
6259,George Reeves [11S650],Illinois Geological Survey Radiocarbon Dates VIII,https://doi.org/10.1017/S0033822200060021,7468,GEOREEVS,lit search,84761,Mund,ISGS-892,1480,70,FALSE,carbonized wood and nutshells,,,,,conventional radiometric,,,,
6262,Stilwell,University of Michigan Radiocarbon Dates IX,https://doi.org/10.1017/S0033822200010511,7471,STILWELL,lit search,84765,Assemblage,M-1262,1330,120,FALSE,wood charcoal,,,34-52 in,,conventional radiometric,,,,
6262,Stilwell,University of Michigan Radiocarbon Dates IX,https://doi.org/10.1017/S0033822200010511,7471,STILWELL,lit search,84765,Assemblage,M-1263,1550,120,FALSE,wood charcoal,,,18-30 in,,conventional radiometric,,,,
6265,Kingston Lake [Kingston Kitchen],"Upton, 2019",,7474,KNGSTNLK,CARD,84768,Assemblage,D-AMS-26577,880,25,FALSE,"Seeds, Zea mays kernels",Zea mays,seeds,,,accelerator mass spectrometry,,,,
6270,Kane Village,Koldehoff and Moffat 2016,,7480,KANEVLG,CARD,84774,Assemblage,ISGS-5339,970,70,FALSE,"Wood, Hickory",Carya,,,Feature 28,conventional radiometric,,,,
6270,Kane Village,Koldehoff and Moffat 2016,,7480,KANEVLG,CARD,84774,Assemblage,ISGS-5341,1030,70,FALSE,"Wood, Oak/Hickory",Fagales,,,Feature 20,conventional radiometric,,,,
6270,Kane Village,Koldehoff and Moffat 2016,,7480,KANEVLG,CARD,84774,Assemblage,ISGS-5343,980,70,FALSE,"Wood, Oak/Hickory/Sycamore",,,,Feature 13,conventional radiometric,,,,
6270,Kane Village,Koldehoff and Moffat 2016,,7480,KANEVLG,CARD,84774,Assemblage,ISGS-5345,970,70,FALSE,"Wood, Oak/Hickory",Fagales,,,Feature 15,conventional radiometric,,,,
6274,Utica Mound Group,"""Investigation of Middle Woodland population movement in the midwestern United States using strontium isotopes"", Beehr 2011",,7483,UTICAMG,lit search,84777,Assemblage,CI-460,1530,70,FALSE,charcoal,,,,,accelerator mass spectrometry,,,,
6274,Utica Mound Group,"""Investigation of Middle Woodland population movement in the midwestern United States using strontium isotopes"", Beehr 2011",,7483,UTICAMG,lit search,84777,Assemblage,CI-461,967,70,FALSE,charcoal,,,,,accelerator mass spectrometry,,,,
6276,Coon Dog,Pritchett 2013,,7485,COONDOG,lit search,84779,Late Woodland,UGa-2702,1265,60,FALSE,,,,,,,,,,
6276,Coon Dog,Pritchett 2013,,7485,COONDOG,lit search,84779,Late Woodland,UGa-2699,995,65,FALSE,,,,,,,,,,
6286,Fitzgibbons,Butler 2009,,7495,FITZGIBB,CARD,84797,Assemblage,Beta-14783,5160,90,FALSE,Unknown,,,,,conventional radiometric,,,,
6286,Fitzgibbons,Butler 2009,,7495,FITZGIBB,CARD,84797,Assemblage,Beta-15271,4160,90,FALSE,Unknown,,,,,conventional radiometric,,,,
6287,Black Earth [11SA87],Butler 2009,,7490,BLKEARTH,lit search,84786,Assemblage,UGa-2704,5680,70,FALSE,,,,,,,,,,
6287,Black Earth [11SA87],Butler 2009,,7490,BLKEARTH,lit search,84786,Assemblage,UGa-2705,5640,70,FALSE,,,,,,,,,,
6287,Black Earth [11SA87],Butler 2009,,7490,BLKEARTH,lit search,84786,Assemblage,UGa-2703,4860,80,FALSE,,,,,,,,,,
6287,Black Earth [11SA87],Butler 2009,,7490,BLKEARTH,lit search,84786,Assemblage,UGa-2706,5900,80,FALSE,,,,,,,,,,
6287,Black Earth [11SA87],Butler 2009,,7490,BLKEARTH,lit search,84786,Assemblage,UGa-2708,5560,80,FALSE,,,,,,,,,,
6287,Black Earth [11SA87],Butler 2009,,7490,BLKEARTH,lit search,84786,Assemblage,UGa-2710,5060,80,FALSE,,,,,,,,,,
6287,Black Earth [11SA87],Butler 2009,,7490,BLKEARTH,lit search,84786,Assemblage,UGa-2707,5540,120,FALSE,,,,,,,,,,
6287,Black Earth [11SA87],Butler 2009,,7490,BLKEARTH,lit search,84786,Assemblage,UGa-2709,5280,140,FALSE,,,,,,,,,,
6291,Kincaid,University of Michigan Radiocarbon Dates V,https://doi.org/10.1017/S1061592X00020585,7500,KINCAID,lit search,84808,Assemblage,M-888,675,150,FALSE,charred wood,,,,,conventional radiometric,,,,
6296,Robinson Reserve,Emerson 1999,,7505,ROBSONRE,CARD,84813,Assemblage,Beta-23524,830,60,FALSE,Unknown,,,,Langford component,conventional radiometric,,,,
6296,Robinson Reserve,Emerson 1999,,7505,ROBSONRE,CARD,84813,Assemblage,ISGS-2807,790,70,FALSE,Unknown,,,,Langford component,conventional radiometric,,,,
6296,Robinson Reserve,Emerson 1999,,7505,ROBSONRE,CARD,84813,Assemblage,Beta-23522,580,80,FALSE,Unknown,,,,Langford component,conventional radiometric,,,,
6297,Albany,"""Investigation of Middle Woodland population movement in the midwestern United States using strontium isotopes"", Beehr 2011",,7506,ALBANY,lit search,84814,Assemblage,CI-472,220,15,FALSE,wood,,,,,accelerator mass spectrometry,,,,
6297,Albany,"""Investigation of Middle Woodland population movement in the midwestern United States using strontium isotopes"", Beehr 2011",,7506,ALBANY,lit search,84814,Assemblage,CI-468,1810,25,FALSE,"wood, maple",Acer,wood,,,accelerator mass spectrometry,,,,
6300,State Road Coulee [47LC176],University of Wisconsin Radiocarbon Dates XXII,https://doi.org/10.1017/S0033822200007141,7509,STRDCOUL,lit search,84817,Assemblage,WIS-1584,400,60,FALSE,charred corn kernels,Zea mays,seeds,,,conventional radiometric,-10,,,
6300,State Road Coulee [47LC176],University of Wisconsin Radiocarbon Dates XXII,https://doi.org/10.1017/S0033822200007141,7509,STRDCOUL,lit search,84817,Assemblage,WIS-1617,420,70,FALSE,charcoal,,,,,conventional radiometric,,,,
6314,Newbridge,University of Michigan Radiocarbon Dates XIII,https://doi.org/10.1017/S0033822200036250,7523,NEWBRIDG,lit search,84840,Assemblage,M-2000,1290,130,FALSE,"charred seeds, Chenopodium and Polygonum",,,,,conventional radiometric,,,,
6314,Newbridge,University of Michigan Radiocarbon Dates XIII,https://doi.org/10.1017/S0033822200036250,7523,NEWBRIDG,lit search,84840,Assemblage,M-2001,1330,400,FALSE,wood charcoal and charred Equisetum stems,,,,,conventional radiometric,,,,
6349,Raymond,University of Michigan Radiocarbon Dates V,https://doi.org/10.1017/S1061592X00020585,7559,RAYMOND,lit search,84900,Assemblage,M-891,1745,200,FALSE,charcoal,,,,,conventional radiometric,,,,
6351,Mund [11S435],Illinois Geological Survey Radiocarbon Dates VIII,https://doi.org/10.1017/S0033822200060021,7561,MUND,lit search,84903,Assemblage,ISGS-643,1380,80,FALSE,carbonized wood and nutshells,,,,,conventional radiometric,,,,
6351,Mund [11S435],Illinois Geological Survey Radiocarbon Dates VIII,https://doi.org/10.1017/S0033822200060021,7561,MUND,lit search,84903,Assemblage,ISGS-700,3130,80,FALSE,carbonized wood and nutshells,,,,,conventional radiometric,,,,
6351,Mund [11S435],Illinois Geological Survey Radiocarbon Dates VIII,https://doi.org/10.1017/S0033822200060021,7561,MUND,lit search,84903,Assemblage,ISGS-701,3240,80,FALSE,carbonized wood and nutshells,,,,,conventional radiometric,,,,
6351,Mund [11S435],Illinois Geological Survey Radiocarbon Dates VIII,https://doi.org/10.1017/S0033822200060021,7561,MUND,lit search,84903,Assemblage,ISGS-702,3400,80,FALSE,carbonized wood and nutshells,,,,,conventional radiometric,,,,
6351,Mund [11S435],Illinois Geological Survey Radiocarbon Dates VIII,https://doi.org/10.1017/S0033822200060021,7561,MUND,lit search,84903,Assemblage,ISGS-847,1270,80,FALSE,carbonized wood and nutshells,,,,,conventional radiometric,,,,
6351,Mund [11S435],Illinois Geological Survey Radiocarbon Dates VIII,https://doi.org/10.1017/S0033822200060021,7561,MUND,lit search,84903,Assemblage,ISGS-865,1470,80,FALSE,carbonized wood and nutshells,,,,,conventional radiometric,,,,
6351,Mund [11S435],Illinois Geological Survey Radiocarbon Dates VIII,https://doi.org/10.1017/S0033822200060021,7561,MUND,lit search,84903,Assemblage,ISGS-866,2080,80,FALSE,carbonized wood and nutshells,,,,,conventional radiometric,,,,
6351,Mund [11S435],Illinois Geological Survey Radiocarbon Dates VIII,https://doi.org/10.1017/S0033822200060021,7561,MUND,lit search,84903,Assemblage,ISGS-711,2180,90,FALSE,carbonized wood and nutshells,,,,,conventional radiometric,,,,
6351,Mund [11S435],Illinois Geological Survey Radiocarbon Dates VIII,https://doi.org/10.1017/S0033822200060021,7561,MUND,lit search,84903,Assemblage,ISGS-645,2070,110,FALSE,carbonized wood and nutshells,,,,,conventional radiometric,,,,
6352,Julien [11S63],Illinois Geological Survey Radiocarbon Dates VIII,https://doi.org/10.1017/S0033822200060021,7562,JULIEN,lit search,84906,Sand Prairie,ISGS-579,600,80,FALSE,carbonized wood,,,,,conventional radiometric,,,,
6352,Julien [11S63],Illinois Geological Survey Radiocarbon Dates VIII,https://doi.org/10.1017/S0033822200060021,7562,JULIEN,lit search,84906,Sand Prairie,ISGS-581,590,80,FALSE,carbonized wood,,,,,conventional radiometric,,,,
6352,Julien [11S63],Illinois Geological Survey Radiocarbon Dates VIII,https://doi.org/10.1017/S0033822200060021,7562,JULIEN,lit search,84905,Moorehead,ISGS-587,710,80,FALSE,carbonized wood,,,,,conventional radiometric,,,,
6352,Julien [11S63],Illinois Geological Survey Radiocarbon Dates VIII,https://doi.org/10.1017/S0033822200060021,7562,JULIEN,lit search,84906,Sand Prairie,ISGS-589,630,80,FALSE,carbonized wood,,,,,conventional radiometric,,,,
6352,Julien [11S63],Illinois Geological Survey Radiocarbon Dates VIII,https://doi.org/10.1017/S0033822200060021,7562,JULIEN,lit search,84906,Sand Prairie,ISGS-758,990,80,FALSE,carbonized wood,,,,,conventional radiometric,,,,
6352,Julien [11S63],Illinois Geological Survey Radiocarbon Dates VIII,https://doi.org/10.1017/S0033822200060021,7562,JULIEN,lit search,84906,Sand Prairie,ISGS-760,560,80,FALSE,carbonized wood,,,,,conventional radiometric,,,,
6352,Julien [11S63],Illinois Geological Survey Radiocarbon Dates VIII,https://doi.org/10.1017/S0033822200060021,7562,JULIEN,lit search,84904,Late Woodland,ISGS-586,830,110,FALSE,carbonized wood,,,,older than expected,conventional radiometric,,,,
6353,Glen Canyon,University of Arizona Radiocarbon Dates VI,https://doi.org/10.1017/S0033822200000011,7563,GLENCAN,lit search,84908,Assemblage,A-526,24600,"1,400",FALSE,horse dung,,,,dung used in Neotoma nest lining,conventional radiometric,,,,
6354,Coombs,UNIVERSITY OF TEXAS RADIOCARBON DATES III,https://doi.org/10.1017/S0033822200037280,7564,COOMBS,lit search,84909,Assemblage,Tx-134,795,80,FALSE,"charcoal, charred wood",,,,,conventional radiometric,,,,
6354,Coombs,UNIVERSITY OF TEXAS RADIOCARBON DATES III,https://doi.org/10.1017/S0033822200037280,7564,COOMBS,lit search,84909,Assemblage,Tx-135,785,80,FALSE,"charcoal, charred wood",,,,,conventional radiometric,,,,
6354,Coombs,UNIVERSITY OF TEXAS RADIOCARBON DATES III,https://doi.org/10.1017/S0033822200037280,7564,COOMBS,lit search,84909,Assemblage,Tx-132,900,85,FALSE,"charcoal, charred wood",,,,,conventional radiometric,,,,
6354,Coombs,UNIVERSITY OF TEXAS RADIOCARBON DATES III,https://doi.org/10.1017/S0033822200037280,7564,COOMBS,lit search,84909,Assemblage,Tx-133,1115,85,FALSE,"charcoal, charred wood",,,,,conventional radiometric,,,,
6355,Grand Canyon-Sandblast Cave,2834,,7565,GCSNDBLS,CARD,84910,Assemblage,Beta-28794,29900,NA,TRUE,"Feces, Oreamnos harringtoni",,,,dung pellets from layer 3,,,,,
6363,Sambrito Village [LA-4195],University of Texas Radiocarbon Dates II,https://doi.org/10.1017/S0033822200010614,7573,SAMBRITO,CARD,84918,Assemblage,Tx-45,1360,100,FALSE,"Wood, Juniper log",,,,,conventional radiometric,,,,
6363,Sambrito Village [LA-4195],Texas Bio-Nuclear Radiocarbon Measurements I,https://doi.org/10.1017/S003382220003678X,7573,SAMBRITO,CARD,84918,Assemblage,TBN-306-3,2191,264,FALSE,Charcoal,,,,"feature 106, an oven, 0-1.0 ft above floor, with burials and pottery of the Sambrito phase",conventional radiometric,,,,
6369,Whitefish Dunes [47DR167],University of Wisconsin Radiocarbon Dates XXV,https://doi.org/10.1017/S0033822200044416,7579,WHTFSHDU,CARD,84925,Oneota,WIS-1918,560,60,FALSE,Charcoal,,,,"feature 6, an Oneota trash pit with Green Bay phase ceramics, chert flakes, faunal remains (mostly fish) and some floral remains including corn",conventional radiometric,-25.8,,,
6369,Whitefish Dunes [47DR167],University of Wisconsin Radiocarbon Dates XXV,https://doi.org/10.1017/S0033822200044416,7579,WHTFSHDU,CARD,84926,Woodland,WIS-1919,1640,70,FALSE,Charcoal,,,,"earliest component, with lithic debitage and floral remains (blackberry and bush honeysuckle), but no ceramics",conventional radiometric,-24.6,,,
6371,Vossburg [21FA2],"Anfinson, S. F. (1997). Southwestern Minnesota archaeology : 12,000 years in the Prairie Lake Region. Minnesota Historical Society.",,7581,VOSSBURG,CARD,84928,Assemblage,I-795,160,85,FALSE,Charcoal,,,,"square 1, level 3, scattered but below the plow zone, Blue Earth phase",conventional radiometric,,,,
